SITE_ID,SITE_FID,SITE_YEAR,FIELDOFFICE_ID,FIELD_OFFICE,PROJECT_ID,PROJECT,SEGMENT_ID,SEGMENT,SEASON_ID,SEASON,BEND,BENDRN,BEND_RIVER_MILE,COMMENTS
9279,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,7,R,576.4,-
9280,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,9,R,572.5,-
9281,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,11,R,565,-
9282,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,14,R,557,-
9283,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,21,R,543.3,-
9284,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,30,R,523.9,-
9285,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,31,R,522.4,-
9286,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,37,R,508.4,-
9287,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,38,R,506.9,-
9288,,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,47,R,483.4,-
0,F-1,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,8,8 - Ponca to Platte River confluence,MR,MR - Mark Recapture,61,N,596,-
0,F-2,2021,NE,NE - Nebraska Game and Parks Commission,1,1 - Pallid Sturgeon Population Assessment,9,9 - Platte River confluence to Kansas River confluence,MR,MR - Mark Recapture,1,N,595,-
